"Job","Actual cost of labor and materials","Actual cost of labor and materials per unit","Actual gross margin","Actual gross profit","Actual Job end date","Actual Job start date","Actual Labor cost","Actual Labor cost per person hour","Actual Labor cost per unit","Actual labor margin","Actual labor profit","Actual machine cost","Actual machine cost per unit","Actual materials cost","Actual materials cost per unit","Actual person hours","Actual person hours payable","Actual person hours per unit","Actual person hours productive","Actual total cost","Actual total cost per unit","Actual total margin","Actual total profit","Actual units per person hour","Availability","Customer name","Duration","Estimate name","Expected cost of labor and materials","Expected cost of labor and materials per unit","Expected gross margin","Expected gross profit","Expected Labor cost","Expected Labor cost per unit","Expected Labor margin","Expected Labor profit","Expected materials cost","Expected materials cost per unit","Expected total charge","Expected total charge per unit","Expected total cost","Expected total cost per unit","Expected total margin","Expected total profit","Invoice ID","Invoiced","Invoice date","Item alternate code 1","Item alternate code 2","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Job comments","Job reference","Job status","Labor charge","Labor charge per person hour","Labor charge per unit","Labor percentage of charge","Line Efficiency","Line leader name","Line name","Machine hours","Machine Hours per unit","Machine hours productive","Materials charge","Materials charge per unit","Number of personnel","Number of Time Records","Overhead charge","Overhead charge per unit","Overhead cost","Overhead cost per unit","Performance","Project code","Project description","Project ID","Project reference 1","Project reference 2","Project Reference 3","Reconciliation completed at","Reconciliation status","Scenario name","Service Category","Signed Off","Site name","Standard people","Standard person hours","Standard Person Hours per unit","Standard units per hour","Total charge","Total charge per unit","Unit of measure","Units expected","Units produced","Units remaining"
"3952733","1049.74","0.99596","65.89%","2027.94","2019-Dec-21 01:00 PM","2019-Dec-21 04:45 AM","1049.74","16.34","0.99596","65.89%","2027.94","0.00","0.00000","0.00","0.00000","64.25","64.25","0.05760","60.71","1049.74","0.99596","65.89%","2027.94","17.36","98.58%","Cargill","8.25","110025219 - C1AMS1/C2AMS1","0.00","0.00000","100.00%","3077.68","0.00","0.00000","100.00%","3077.68","0.00","0.00000","3077.68","2.92","0.00","0.00000","65.89%","2027.94","","No","","110025219","","","","CARGILL-WC-08","Cargill","110025219 Truvia Brown Sugar Blend 8/18Oz Case","","Finished Good","","","Stopped","3077.68","47.90","2.92000","34.11%","127.45%","","C1","","0.00000","0.00","0.00","0.00000","8.00","8","0.00","0.00000","0.00","0.00000","129.29%","110025219 - 4507434692","Original PO was for 7,000 but requested a decrease as we overran the November PO","2037519","","4507434692","","2019-Dec-21 12:59 PM","Reconciliation complete","L - 110025219","","No","West Chicago","7.00000","78.49","0.07447","94.00000","3077.68","2.92000","cs","1054.00000","1054.00000","0.00"
"3958206","546.44","1.31991","71.12%","1345.54","2019-Dec-21 01:13 PM","2019-Dec-21 04:45 AM","546.44","17.54","1.31991","71.12%","1345.54","0.00","0.00000","0.00","0.00000","32.48","31.15","0.07096","29.38","546.44","1.31991","71.12%","1345.54","14.09","94.33%","Conagra","8.48","1601201180 - L1","0.00","0.00000","100.00%","1891.98","0.00","0.00000","100.00%","1891.98","0.00","0.00000","1891.98","4.57","0.00","0.00000","71.12%","1345.54","","No","","1601201180","","","","CONAGRA-WC-18","Conagra","1601201180 Bigs 6/6Ct/3.5Oz Original Kernels","","Finished Good","","","Stopped","1891.98","58.25","4.57000","28.88%","110.77%","","L1","","0.00000","0.00","0.00","0.00000","3.00","4","0.00","0.00000","0.00","0.00000","117.43%","1601201180 - PO UPDATE","","2036346","","","","2019-Dec-21 01:11 PM","Reconciliation complete","L - 1601201180","","No","West Chicago","5.00000","34.50","0.08333","60.00000","1891.98","4.57000","cs","414.00000","414.00000","0.00"
"3949549","3297.80","1.33244","-27.63%","-713.90","2019-Dec-21 01:05 PM","2019-Dec-21 04:30 AM","708.87","17.25","0.28641","72.57%","1875.03","0.00","0.00000","2588.93","1.04603","41.09","41.09","0.01446","35.78","3297.80","1.33244","-27.63%","-713.90","69.17","90.91%","Conagra","8.59","9688700220 - L3/L4","0.00","0.00000","100.00%","2583.90","0.00","0.00000","100.00%","2583.90","0.00","0.00000","2583.90","1.044","0.00","0.00000","-27.63%","-713.90","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","2583.90","62.89","1.04400","27.43%","101.42%","","L3","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","111.56%","9688700220 - 3195672-50","","2038572","","","","2019-Dec-21 01:04 PM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","39.92","0.01613","310.00000","2583.90","1.04400","cs","3255.00000","2475.00000","780.00"
"3955556","3363.10","1.32353","-26.78%","-710.29","2019-Dec-21 01:00 PM","2019-Dec-21 04:30 AM","707.19","17.25","0.27831","73.34%","1945.61","0.00","0.00000","2655.91","1.04522","41.00","41.00","0.01364","34.66","3363.10","1.32353","-26.78%","-710.29","73.32","88.11%","Conagra","8.50","9688700220 - L3/L4","0.00","0.00000","100.00%","2652.80","0.00","0.00000","100.00%","2652.80","0.00","0.00000","2652.80","1.044","0.00","0.00000","-26.78%","-710.29","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","2652.80","64.70","1.04400","26.66%","104.20%","","L4","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","118.26%","9688700220 - 3195672-50","","2038572","","","","2019-Dec-21 01:09 PM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","40.98","0.01613","310.00000","2652.80","1.04400","cs","3255.00000","2541.00000","714.00"
"3957358","712.40","0.66208","64.40%","1288.96","2019-Dec-21 01:05 PM","2019-Dec-21 04:30 AM","708.80","17.25","0.65873","64.58%","1292.56","0.00","0.00000","3.60","0.00335","41.08","41.08","0.03587","38.59","712.40","0.66208","64.40%","1288.96","27.88","98.53%","Cargill","8.58","110002924 - C2","0.00","0.00000","100.00%","2001.36","0.00","0.00000","100.00%","2001.36","0.00","0.00000","2001.36","1.86","0.00","0.00000","64.40%","1288.96","","No","","110002924","","","","CARGILL-WC-02","Cargill","110002924 Truvia Baking Blend 8/24Oz Case","","Finished Good","","","Stopped","2001.36","48.71","1.86000","35.42%","114.46%","","C2","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","116.17%","110002924 - 4507434634 - 121319","","2036160","","4507434634","","2019-Dec-21 01:04 PM","Reconciliation complete","L - 110002924","","No","West Chicago","5.00000","44.83","0.04167","120.00000","2001.36","1.86000","cs","1076.00000","1076.00000","0.00"
"3957366","578.87","0.39648","62.02%","945.37","2019-Dec-21 01:00 PM","2019-Dec-21 04:30 AM","578.87","17.57","0.39648","62.02%","945.37","0.00","0.00000","0.00","0.00000","32.95","32.95","0.02133","31.14","578.87","0.39648","62.02%","945.37","46.89","98.47%","Conagra","8.50","1601201897 - L1/L2","0.00","0.00000","100.00%","1524.24","0.00","0.00000","100.00%","1524.24","0.00","0.00000","1524.24","1.044","0.00","0.00000","62.02%","945.37","","No","","1601201897","","","","CONAGRA-WC-45","Conagra","1601201897 Bigs 12Ct/3.625 Oz Taco Supreme Sunflower Seeds","","Finished Good","","","Stopped","1524.24","46.25","1.04400","37.98%","108.64%","","L2","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","110.33%","1601201897 - 3190588","","2034307","","3190588","","2019-Dec-21 12:56 PM","Reconciliation complete","L - 1601201897","","No","West Chicago","4.00000","34.35","0.02353","170.00000","1524.24","1.04400","cs","1460.00000","1460.00000","0.00"
"3958087","601.25","0.23134","39.12%","386.37","2019-Dec-21 07:56 AM","2019-Dec-21 04:30 AM","601.25","16.53","0.23134","39.12%","386.37","0.00","0.00000","0.00","0.00000","36.37","36.37","0.01373","35.69","601.25","0.23134","39.12%","386.37","72.83","98.13%","Conagra","3.45","6414400078 - PAM1/PAM2","0.00","0.00000","100.00%","987.62","0.00","0.00000","100.00%","987.62","0.00","0.00000","987.62","0.38","0.00","0.00000","39.12%","386.37","","No","","6414400078","","","","CONAGRA-WC-47","Conagra","6414400078 Pam 6/5Oz Baking Spray - Downcount","","Finished Good","","","Stopped","987.62","27.16","0.38000","60.88%","88.23%","","JS2","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","89.91%","PAM - 6414400078 - 122019","","2042015","","","","2019-Dec-21 07:56 AM","Reconciliation complete","L - 6414400078","","No","West Chicago","8.00000","32.09","0.01235","648.00000","987.62","0.38000","cs","2599.00000","2599.00000","0.00"
"3955501","1313.43","1.15213","-21.28%","-230.43","2019-Dec-20 03:30 PM","2019-Dec-20 02:15 PM","230.43","16.79","0.20213","78.72%","852.57","0.00","0.00000","1083.00","0.95000","13.72","13.72","0.01076","12.27","1313.43","1.15213","-21.28%","-230.43","92.92","89.41%","WIT Group","1.25","203-22-0452 - DOUGLAS","0.00","0.00000","100.00%","1083.00","0.00","0.00000","100.00%","1083.00","0.00","0.00000","1083.00","0.95","0.00","0.00000","-21.28%","-230.43","","No","","203-22-0452","","","","WITH-WC-05","WIT Group","203-22-0452 G&G Coconut Pineapple Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","1083.00","78.92","0.95000","21.28%","114.23%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","127.76%","0452 - COCO - 122119","","2041268","","","","2019-Dec-20 03:28 PM","Reconciliation complete","L - 203-22-0452","","No","West Chicago","11.00000","15.68","0.01375","800.00000","1083.00","0.95000","cs","1140.00000","1140.00000","0.00"
"3954117","3346.30","1.15990","-22.09%","-605.55","2019-Dec-20 02:16 PM","2019-Dec-20 10:30 AM","605.55","16.80","0.20990","77.91%","2135.20","0.00","0.00000","2740.75","0.95000","41.61","36.05","0.01115","32.18","3346.30","1.15990","-22.09%","-605.55","89.66","96.81%","WIT Group","3.78","203-22-0453 - DOUGLAS","0.00","0.00000","100.00%","2740.75","0.00","0.00000","100.00%","2740.75","0.00","0.00000","2740.75","0.95","0.00","0.00000","-22.09%","-605.55","","No","","203-22-0453","","","","WITH-WC-06","WIT Group","203-22-0453 G&G Cranberry Citrus Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","2740.75","65.86","0.95000","22.09%","119.35%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","123.29%","0453 - CRAN - 122019","","2040629","","","","2019-Dec-20 02:16 PM","Reconciliation complete","L - 203-22-0453","","No","West Chicago","11.00000","39.67","0.01375","800.00000","2740.75","0.95000","cs","2888.00000","2885.00000","3.00"
"3955497","1303.62","1.17022","-23.18%","-245.32","2019-Dec-20 10:29 AM","2019-Dec-20 09:10 AM","245.32","16.80","0.22022","76.82%","812.98","0.00","0.00000","1058.30","0.95000","14.61","14.61","0.01250","13.92","1303.62","1.17022","-23.18%","-245.32","80.01","95.33%","WIT Group","1.33","203-22-0460 - DOUGLAS","0.00","0.00000","100.00%","1058.30","0.00","0.00000","100.00%","1058.30","0.00","0.00000","1058.30","0.95","0.00","0.00000","-23.18%","-245.32","","No","","203-22-0460","","","","WITH-WC-07","WIT Group","203-22-0460 G&G Straw Mango Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","1058.30","72.46","0.95000","23.18%","104.88%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","110.01%","0460 - STRAW MANG - 122019","","2041267","","","","2019-Dec-20 10:29 AM","Reconciliation complete","L - 203-22-0460","","No","West Chicago","11.00000","15.32","0.01375","800.00000","1058.30","0.95000","cs","1115.00000","1114.00000","1.00"
"3955494","1722.32","1.15747","-21.84%","-308.72","2019-Dec-20 09:12 AM","2019-Dec-20 07:30 AM","308.72","16.51","0.20747","78.16%","1104.88","0.00","0.00000","1413.60","0.95000","18.70","18.70","0.00910","13.55","1722.32","1.15747","-21.84%","-308.72","109.85","90.56%","WIT Group","1.70","203-22-0450 - DOUGLAS","0.00","0.00000","100.00%","1413.60","0.00","0.00000","100.00%","1413.60","0.00","0.00000","1413.60","0.95","0.00","0.00000","-21.84%","-308.72","","No","","203-22-0450","","","","WITH-WC-03","WIT Group","203-22-0450 G&G Cucumber Mint Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","1413.60","75.59","0.95000","21.84%","136.78%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","151.04%","0450 - CUKE - 122019","","2041265","","","","2019-Dec-20 09:11 AM","Reconciliation complete","L - 203-22-0450","","No","West Chicago","11.00000","20.46","0.01375","800.00000","1413.60","0.95000","cs","1488.00000","1488.00000","0.00"
"3955542","788.53","0.30328","20.19%","199.47","2019-Dec-20 03:33 PM","2019-Dec-20 07:00 AM","788.53","16.46","0.30328","20.19%","199.47","0.00","0.00000","0.00","0.00000","51.07","47.90","0.01704","44.31","788.53","0.30328","20.19%","199.47","58.68","99.53%","Conagra","8.57","6414400078 - PAM1/PAM2","0.00","0.00000","100.00%","988.00","0.00","0.00000","100.00%","988.00","0.00","0.00000","988.00","0.38","0.00","0.00000","20.19%","199.47","","No","","6414400078","","","","CONAGRA-WC-47","Conagra","6414400078 Pam 6/5Oz Baking Spray - Downcount","","Finished Good","","","Stopped","988.00","19.35","0.38000","79.81%","72.10%","","PAM1","","0.00000","0.00","0.00","0.00000","6.00","8","0.00","0.00000","0.00","0.00000","72.44%","PAM - 6414400078 - 122019","","2042015","","","","2019-Dec-20 03:33 PM","Reconciliation complete","L - 6414400078","","No","West Chicago","8.00000","32.10","0.01235","648.00000","988.00","0.38000","cs","2600.00000","2600.00000","0.00"
"3949508","1342.78","1.02974","64.74%","2464.90","2019-Dec-20 03:30 PM","2019-Dec-20 04:45 AM","1342.78","16.73","1.02974","64.74%","2464.90","0.00","0.00000","0.00","0.00000","84.25","80.25","0.05505","71.78","1342.78","1.02974","64.74%","2464.90","18.17","95.31%","Cargill","10.75","110025219 - C1AMS1/C2AMS1","0.00","0.00000","100.00%","3807.68","0.00","0.00000","100.00%","3807.68","0.00","0.00000","3807.68","2.92","0.00","0.00000","64.74%","2464.90","","No","","110025219","","","","CARGILL-WC-08","Cargill","110025219 Truvia Brown Sugar Blend 8/18Oz Case","","Finished Good","","","Stopped","3807.68","45.20","2.92000","35.26%","128.93%","","C1","","0.00000","0.00","0.00","0.00000","8.00","8","0.00","0.00000","0.00","0.00000","135.28%","110025219 - 4507434692","Original PO was for 7,000 but requested a decrease as we overran the November PO","2037519","","4507434692","","2019-Dec-20 03:28 PM","Reconciliation complete","L - 110025219","","No","West Chicago","7.00000","97.11","0.07447","94.00000","3807.68","2.92000","cs","1304.00000","1304.00000","0.00"
"3948200","909.79","0.70254","62.23%","1498.91","2019-Dec-20 03:30 PM","2019-Dec-20 04:30 AM","904.84","17.86","0.69872","62.43%","1503.86","0.00","0.00000","4.95","0.00382","53.27","50.67","0.03529","45.70","909.79","0.70254","62.23%","1498.91","28.34","96.06%","Cargill","11.02","110002924 - C2","0.00","0.00000","100.00%","2408.70","0.00","0.00000","100.00%","2408.70","0.00","0.00000","2408.70","1.86","0.00","0.00000","62.23%","1498.91","","No","","110002924","","","","CARGILL-WC-02","Cargill","110002924 Truvia Baking Blend 8/24Oz Case","","Finished Good","","","Stopped","2408.70","45.22","1.86000","37.57%","113.42%","","C2","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","118.07%","110002924 - 4507434634 - 121319","","2036160","","4507434634","","2019-Dec-20 03:30 PM","Reconciliation complete","L - 110002924","","No","West Chicago","5.00000","53.96","0.04167","120.00000","2408.70","1.86000","cs","1295.00000","1295.00000","0.00"
"3949547","3973.11","1.33820","-28.18%","-873.47","2019-Dec-20 03:30 PM","2019-Dec-20 04:30 AM","868.07","17.19","0.29238","71.99%","2231.57","0.00","0.00000","3105.04","1.04582","53.00","50.50","0.01385","41.13","3973.11","1.33820","-28.18%","-873.47","72.18","86.45%","Conagra","11.00","9688700220 - L3/L4","0.00","0.00000","100.00%","3099.64","0.00","0.00000","100.00%","3099.64","0.00","0.00000","3099.64","1.044","0.00","0.00000","-28.18%","-873.47","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","3099.64","58.48","1.04400","28.01%","100.64%","","L3","","0.00000","0.00","0.00","0.00000","4.00","7","0.00","0.00000","0.00","0.00000","116.42%","9688700220 - 3195672-50","","2038572","","","","2019-Dec-20 03:37 PM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","47.89","0.01613","310.00000","3099.64","1.04400","cs","3255.00000","2969.00000","286.00"
"3952760","5982.19","199.40640","-43.25%","-1806.19","2019-Dec-20 04:07 PM","2019-Dec-20 04:30 AM","1806.19","16.25","60.20640","56.75%","2369.81","0.00","0.00000","4176.00","139.20000","116.62","111.16","3.46531","103.96","5982.19","199.40640","-43.25%","-1806.19","0.29","99.45%","Conagra","11.62","7092047654 - SMR1/SMR2","0.00","0.00000","100.00%","4176.00","0.00","0.00000","100.00%","4176.00","0.00","0.00000","4176.00","139.2","0.00","0.00000","-43.25%","-1806.19","","No","","7092047654","","","","CONAGRA-WC-58","Conagra","7092047654 Swiss Miss 160/50Ct Milk Choc Cocoa","","Finished Good","","","Stopped","4176.00","35.81","139.20000","43.25%","100.44%","","COFFEE1","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","101.00%","7092047654 - combined","","2038335","","","","2019-Dec-23 05:08 AM","Reconciliation complete","L - 7092047654","","No","West Chicago","21.00000","105.00","3.50000","6.00000","4176.00","139.20000","pl","30.00000","30.00000","0.00"
"3955487","689.22","0.42335","59.45%","1010.41","2019-Dec-20 03:30 PM","2019-Dec-20 04:30 AM","689.22","17.64","0.42335","59.45%","1010.41","0.00","0.00000","0.00","0.00000","41.00","39.07","0.02090","34.03","689.22","0.42335","59.45%","1010.41","47.85","92.04%","Conagra","11.00","1601201897 - L1/L2","0.00","0.00000","100.00%","1699.63","0.00","0.00000","100.00%","1699.63","0.00","0.00000","1699.63","1.044","0.00","0.00000","59.45%","1010.41","","No","","1601201897","","","","CONAGRA-WC-45","Conagra","1601201897 Bigs 12Ct/3.625 Oz Taco Supreme Sunflower Seeds","","Finished Good","","","Stopped","1699.63","41.45","1.04400","40.55%","103.62%","","L2","","0.00000","0.00","0.00","0.00000","3.00","4","0.00","0.00000","0.00","0.00000","112.58%","1601201897 - 3190588","","2034307","","3190588","","2019-Dec-20 03:32 PM","Reconciliation complete","L - 1601201897","","No","West Chicago","4.00000","38.31","0.02353","170.00000","1699.63","1.04400","cs","1628.00000","1628.00000","0.00"
"3955491","2608.73","1.15227","-21.29%","-457.93","2019-Dec-20 07:23 AM","2019-Dec-20 04:30 AM","457.93","16.88","0.20227","78.71%","1692.87","0.00","0.00000","2150.80","0.95000","27.14","27.14","0.01113","25.20","2608.73","1.15227","-21.29%","-457.93","89.85","92.85%","WIT Group","2.88","203-22-0447 - DOUGLAS","0.00","0.00000","100.00%","2150.80","0.00","0.00000","100.00%","2150.80","0.00","0.00000","2150.80","0.95","0.00","0.00000","-21.29%","-457.93","","No","","203-22-0447","","","","WITH-WC-10","WIT Group","203-22-0447 G&G Grapefruit Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","2150.80","79.26","0.95000","21.29%","114.72%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","123.55%","0447 - GRPFRT - 121619","","2040472","","","","2019-Dec-20 07:22 AM","Reconciliation complete","L - 203-22-0447","","No","West Chicago","11.00000","31.13","0.01375","800.00000","2150.80","0.95000","cs","1716.00000","2264.00000","-548.00"
"3955555","4412.59","1.32829","-27.23%","-944.42","2019-Dec-20 03:30 PM","2019-Dec-20 04:30 AM","938.03","18.48","0.28237","72.95%","2530.14","0.00","0.00000","3474.56","1.04592","53.25","50.75","0.01312","43.59","4412.59","1.32829","-27.23%","-944.42","76.21","91.29%","Conagra","11.00","9688700220 - L3/L4","0.00","0.00000","100.00%","3468.17","0.00","0.00000","100.00%","3468.17","0.00","0.00000","3468.17","1.044","0.00","0.00000","-27.23%","-944.42","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","3468.17","65.13","1.04400","27.05%","112.21%","","L4","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","122.92%","9688700220 - 3195672-50","","2038572","","","","2019-Dec-20 03:24 PM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","53.58","0.01613","310.00000","3468.17","1.04400","cs","3255.00000","3322.00000","-67.00"
"3955557","755.34","1.40660","69.22%","1698.75","2019-Dec-20 03:56 PM","2019-Dec-20 04:30 AM","755.34","18.34","1.40660","69.22%","1698.75","0.00","0.00000","0.00","0.00000","43.19","41.19","0.06502","34.91","755.34","1.40660","69.22%","1698.75","15.38","89.97%","Conagra","11.44","1601201180 - L1","0.00","0.00000","100.00%","2454.09","0.00","0.00000","100.00%","2454.09","0.00","0.00000","2454.09","4.57","0.00","0.00000","69.22%","1698.75","","No","","1601201180","","","","CONAGRA-WC-18","Conagra","1601201180 Bigs 6/6Ct/3.5Oz Original Kernels","","Finished Good","","","Stopped","2454.09","56.82","4.57000","30.78%","115.32%","","L1","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","128.17%","1601201180 - PO UPDATE","","2036346","","","","2019-Dec-20 03:54 PM","Reconciliation complete","L - 1601201180","","No","West Chicago","5.00000","44.75","0.08333","60.00000","2454.09","4.57000","cs","537.00000","537.00000","0.00"
"3949553","3948.54","1.32501","-26.92%","-837.42","2019-Dec-20 02:00 AM","2019-Dec-19 03:15 PM","825.50","17.22","0.27701","73.47%","2285.62","0.00","0.00000","3123.04","1.04800","53.00","47.93","0.01323","39.43","3948.54","1.32501","-26.92%","-837.42","75.57","87.80%","Conagra","10.75","9688700220 - L3/L4","0.00","0.00000","100.00%","3111.12","0.00","0.00000","100.00%","3111.12","0.00","0.00000","3111.12","1.044","0.00","0.00000","-26.92%","-837.42","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","3111.12","58.70","1.04400","26.53%","107.01%","","L3","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","121.89%","9688700220 - 3195672-50","","2038572","","","","2019-Dec-20 02:01 AM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","48.06","0.01613","310.00000","3111.12","1.04400","cs","3410.00000","2980.00000","430.00"
"3952742","1394.18","0.28895","26.10%","492.40","2019-Dec-20 02:00 AM","2019-Dec-19 03:15 PM","1394.18","16.29","0.28895","26.10%","492.40","0.00","0.00000","0.00","0.00000","94.75","85.58","0.01648","79.54","1394.18","0.28895","26.10%","492.40","60.66","99.72%","Conagra","10.75","7092047688D - SMD1/SMD2","0.00","0.00000","100.00%","1886.58","0.00","0.00000","100.00%","1886.58","0.00","0.00000","1886.58","0.391","0.00","0.00000","26.10%","492.40","","No","","7092047688D","","","","CONAGRA-WC-66","Conagra","7092047688D Swiss Miss 4/30Ct Marshmallow - Downcount","","Finished Good","","","Stopped","1886.58","19.91","0.39100","73.90%","124.47%","","JS1","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","124.82%","7092047688D - 3191818-30","","2038616","","","","2019-Dec-20 01:47 AM","Reconciliation complete","L - 7092047688D","","No","West Chicago","10.00000","99.28","0.02058","486.00000","1886.58","0.39100","cs","4825.00000","4825.00000","0.00"
"3952751","3659.75","1.35296","-29.59%","-835.73","2019-Dec-20 02:00 AM","2019-Dec-19 03:15 PM","826.33","17.22","0.30548","70.74%","1997.69","0.00","0.00000","2833.42","1.04747","53.00","47.98","0.01412","38.20","3659.75","1.35296","-29.59%","-835.73","70.81","84.75%","Conagra","10.75","9688700220 - L3/L4","0.00","0.00000","100.00%","2824.02","0.00","0.00000","100.00%","2824.02","0.00","0.00000","2824.02","1.044","0.00","0.00000","-29.59%","-835.73","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","2824.02","53.28","1.04400","29.26%","96.80%","","L4","","0.00000","0.00","0.00","0.00000","4.00","5","0.00","0.00000","0.00","0.00000","114.21%","9688700220 - 3195672-50","","2038572","","","","2019-Dec-20 01:55 AM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","43.63","0.01613","310.00000","2824.02","1.04400","cs","3255.00000","2705.00000","550.00"
"3952755","831.43","1.60507","64.88%","1535.83","2019-Dec-20 02:15 AM","2019-Dec-19 03:15 PM","831.43","17.23","1.60507","64.88%","1535.83","0.00","0.00000","0.00","0.00000","53.25","48.25","0.07725","40.02","831.43","1.60507","64.88%","1535.83","12.94","88.53%","Conagra","11.00","1601201180 - L1","0.00","0.00000","100.00%","2367.26","0.00","0.00000","100.00%","2367.26","0.00","0.00000","2367.26","4.57","0.00","0.00000","64.88%","1535.83","","No","","1601201180","","","","CONAGRA-WC-18","Conagra","1601201180 Bigs 6/6Ct/3.5Oz Original Kernels","","Finished Good","","","Stopped","2367.26","44.46","4.57000","35.12%","95.49%","","L1","","0.00000","0.00","0.00","0.00000","4.00","5","0.00","0.00000","0.00","0.00000","107.87%","1601201180 - PO UPDATE","","2036346","","","","2019-Dec-20 02:11 AM","Reconciliation complete","L - 1601201180","","No","West Chicago","5.00000","43.17","0.08333","60.00000","2367.26","4.57000","cs","518.00000","518.00000","0.00"
"3955480","634.12","0.43285","58.54%","895.34","2019-Dec-20 02:00 AM","2019-Dec-19 03:15 PM","634.12","17.61","0.43285","58.54%","895.34","0.00","0.00000","0.00","0.00000","40.00","36.01","0.02174","31.85","634.12","0.43285","58.54%","895.34","45.99","94.77%","Conagra","10.75","1601201897 - L1/L2","0.00","0.00000","100.00%","1529.46","0.00","0.00000","100.00%","1529.46","0.00","0.00000","1529.46","1.044","0.00","0.00000","58.54%","895.34","","No","","1601201897","","","","CONAGRA-WC-45","Conagra","1601201897 Bigs 12Ct/3.625 Oz Taco Supreme Sunflower Seeds","","Finished Good","","","Stopped","1529.46","38.24","1.04400","41.46%","102.56%","","L2","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","108.21%","1601201897 - 3190588","","2034307","","3190588","","2019-Dec-20 02:09 AM","Reconciliation complete","L - 1601201897","","No","West Chicago","4.00000","34.47","0.02353","170.00000","1529.46","1.04400","cs","1465.00000","1465.00000","0.00"
"3952332","97.37","3.47762","14.13%","16.03","2019-Dec-19 12:10 PM","2019-Dec-19 10:00 AM","97.37","17.15","3.47762","14.13%","16.03","0.00","0.00000","0.00","0.00000","5.68","5.68","0.19964","5.59","97.37","3.47762","14.13%","16.03","5.01","98.45%","Jel Sert Company","2.18","35349 - JS1/JS2","0.00","0.00000","100.00%","113.40","0.00","0.00000","100.00%","113.40","0.00","0.00000","113.40","4.05","0.00","0.00000","14.13%","16.03","","No","","35349","","","","JELSERT-WC-11","Jel Sert Company","35349 144Ct Wyl Lt Stg Skinny Tower","","Finished Good","","","Stopped","113.40","19.97","4.05000","85.87%","0.00%","","JS2","","0.00000","0.00","0.00","0.00000","2.00","3","0.00","0.00000","0.00","0.00000","0.00%","35349 - 121619","","2038815","","","","2019-Dec-19 12:10 PM","Reconciliation complete","L - 35349","","No","West Chicago","0.00000","0.00","0.00000","0.00000","113.40","4.05000","cs","28.00000","28.00000","0.00"
